Timestamp,Price,Volume,FullyDilluted,CirculatingSupply
1553126400,0.0970336212436,9596.61295411576,0.0,0.0
1553212800,0.10148305375,9996.16751956548,0.0,0.0
1553299200,0.0958794471083,6841.37453396279,0.0,0.0
1553385600,0.0875027614723,7002.17165562791,0.0,0.0
1553472000,0.0764959510983,8405.82146982733,0.0,0.0
1553558400,0.047278381813,5421.79385147577,189792.221529911,47.625688783989
1553644800,0.0877389285633,12784.5501641338,351994.337861477,86.123960481484
1553731200,0.0714863386885,9755.67946294319,286798.866612226,70.482014088385
1553817600,0.0616562066683,58592.4267915289,247387.483740381,60.362339688265
1553904000,0.0567065629362,6841.80941049179,227527.684144161,55.404555612426
1553990400,0.0495814588055,6106.72598763271,200426.577338472,48.820181657049
1554076800,0.049701185069,7042.31668479699,201092.994686691,48.36078552067
1554163200,0.0500582017349,68440.7384709489,202537.498482712,41.504624679207
1554249600,0.0513012617648,9072.4623259985,207566.969382468,41.738599094114
1554336000,0.0471413989305,7899.6458121513,190735.996968552,38.745439676732
1554422400,0.0543750739126,9823.47082101062,220003.737017833,43.680297850576
1554508800,0.0446301333254,10191.7045245337,180576.241687941,35.688293152168
1554595200,0.0514018273717,8644.38818001965,207974.928844574,40.003664013973
1554681600,0.0450135315803,10576.3257240468,182274.973851255,34.458010143998
1554768000,0.0556621478459,11016.8108938446,225414.072327639,43.307564627545
1554854400,0.0580673848182,10771.0437310153,235154.520402696,44.164190092976
1554940800,0.0552669164092,755.875473562752,223813.510166346,44.19272416173
1555027200,0.0360713301832,270.324202330649,146077.464588333,28.701511010534
1555113600,0.0378567036684,2734.70418769652,153307.661831869,30.08046058238
1555200000,0.0388203943744,966.770147476023,157210.304020689,30.42158565781
1555286400,0.0323558262176,1426.00589047664,131329.485191132,25.918035024906
1555372800,0.0359122463913,380570.988938212,145764.685435882,27.841281970853
1555459200,0.0360279846761,841243.37418939,146248.868264,27.846648005081
1555545600,0.0322987660112,852324.695484002,131110.802281297,24.745426201136
1555632000,0.0334047556436,886265.714125125,135600.360426289,25.566580578163
1555718400,0.0366289186897,956908.981125026,148688.247545979,27.85526592668
1555804800,0.0338209615109,869246.179817012,137289.870333787,25.832920225823
1555891200,0.0377786915487,866007.497891026,154389.161438537,28.593944735669
1555977600,0.0372718434661,864524.536840947,152317.8390279,27.334517915086
1556064000,0.0312280991889,387454.436550937,127488.904548321,23.328823663616
1556150400,0.0306870854916,254.436711437674,125286.350261285,24.044905522467
1556236800,0.0291127977642,333.37228338559,118858.996197926,22.513951986146
1556323200,0.032350753107,531.940296550063,132078.616136075,25.0704853704
1556409600,0.0293528091755,377.905737433617,119838.892244133,22.674692206898
1556496000,0.0301896687372,507.844036718889,124461.711261552,23.718952072591
1556582400,0.0214485413859,434896.19261636,88428.026209977,16.526359583057
1556668800,0.0232438510181,606924.02579491,95829.7270694848,17.7373864554
1556755200,0.025956229326,682817.52023145,107666.284998676,19.556900162267
1556841600,0.0338280652454,856645.786630096,142010.016876026,24.619085774127
1556928000,0.0303109416499,801278.745439371,127250.457337505,21.822464794133
1557014400,0.0278822544498,618388.634976714,116967.899248205,20.181812567268
1557100800,0.0238681756929,635361.50338351,101239.678817011,17.616681507754
1557187200,0.0246523611281,650256.470966279,104565.893715631,17.937364779729
1557273600,0.028527449373,750746.823900413,120745.219389411,20.18321455237
1557360000,0.0284779444314,692619.577023516,120535.684882621,19.521439421508
1557446400,0.0272563456301,679412.647455992,115365.148486598,18.085572944625
1557532800,0.0294326549381,755113.662917702,124576.590470696,17.290843451743
1557619200,0.0318551369163,823211.208491129,134829.98235653,19.337748909687
1557705600,0.0306950903479,786949.907788549,131175.502172168,16.785273835185
1557792000,0.031701767459,809516.861368555,135584.531372604,16.959905103827
1557878400,0.0519899854117,1365304.24937965,222484.70068128,27.115192494165
1557964800,0.0518515602765,687958.304239938,221892.327466942,28.141391160804
1558051200,0.0447434936926,425171.678936233,191474.237255558,26.072569582078
1558137600,0.0367357721248,868921.350090388,157206.368692379,21.620391866605
1558224000,0.0415107360361,892640.977343289,177640.258977371,21.669553396609
1558310400,0.0344640631406,896516.544340888,148618.727530518,18.627846840608
1558396800,0.0355377920806,936004.714201889,153153.5295552,19.232352558054
1558483200,0.0294389854346,522180.407596152,126870.136321564,16.519405798947
1558569600,0.0312857388835,256777.147025749,142492.464946857,18.078562421389
1558656000,0.0396728994723,1427656.06450939,180692.20798804,22.62223624894
1558742400,0.0376709803627,1574468.07137002,171574.367120885,21.306854854731
1558828800,0.0394817179813,1524085.47324813,179821.462310393,20.732963324791
1558915200,0.0307841412989,1161944.68021014,141405.316530721,16.058239990214
1559001600,0.0317068835246,1330962.01347911,145613.234114245,16.698836582161
1559088000,0.0298292330573,1232849.85707466,136999.706915271,15.820763661876
1559174400,0.0272304761089,1160957.27767003,125064.135538329,15.032698857617
1559260800,0.0301591608721,1293478.42241647,138514.999442034,16.154292810851
1559347200,0.0219348824708,864916.306751445,100744.725473094,11.763721724159
1559433600,0.0334676278445,1366399.72162952,153713.473683676,17.581401399235
1559520000,0.0146794875589,612617.313368788,67853.8254539505,8.265790428066
1559606400,0.0175914653449,660468.990079453,81314.025043631,10.549618218869
1559692800,0.0329924540528,1315593.01385763,152502.886058778,19.491100104912
1559779200,0.0336590026806,1417997.3492697,155583.911473721,19.890494822529
1559865600,0.0311314223091,1143671.61828368,143900.533790376,17.889282533488
1559952000,0.0287067525016,1177976.95898886,132692.845426498,16.682260434916
1560038400,0.0513650436989,1908867.59017317,237427.546131649,30.882565010268
1560124800,0.0489532396749,2034717.40197353,227116.744185047,28.388424066991
1560211200,0.0563788741853,2410290.46225953,261567.700745026,32.994088578696
1560297600,0.0480717905371,1989922.99584548,223027.293524145,27.379229517454
1560384000,0.0481212669426,2092662.67915368,223264.055666859,27.125028801583
1560470400,0.0424201750884,1832325.3998662,196813.195787873,22.63825393336
1560556800,0.0502260807803,2179693.92886591,233029.577310111,26.365658702316
1560643200,0.0547532883102,2389122.49912458,254034.06821798,28.243305443664
1560729600,0.0429659633188,0.0,200193.347035639,21.479162591999
1560816000,0.108656424344,86.9251394751522,506268.022084173,55.745568494284
1560902400,0.0326806474753,0.0,152236.173306846,16.416221817668
1560988800,0.0445995353862,0.0,207771.946049226,21.808380596471
1561075200,0.0342946388798,0.0,159773.109988663,15.749638847495
1561161600,0.0350442107267,0.0,163274.704487704,15.256905313769
1561248000,0.0304425437873,0.0,141839.006391941,13.066250579078
1561334400,0.109993581213,222745.381566311,512139.0800518,46.511153366152
1561420800,0.037255737978,161.511205677428,173465.752858393,14.71181144496
1561507200,0.0404701079933,1148.8246940694,188477.043482951,14.480153824283
1561593600,0.0669264797629,85460.4395354172,311712.857825179,27.874296091531
1561680000,0.0660614623488,71267.2227762642,307684.003309405,24.798562799697
1561766400,0.0573221417528,127641.805599931,267008.342686204,22.326285078863
1561852800,0.0438125027959,19255.5605190357,204080.018693588,18.866327219079
1561939200,0.0317113864075,26456.1247983738,148185.793942121,14.002071456249
1562025600,0.0376028004602,23288.6128417459,192637.350605586,17.834021315459
1562112000,0.0450178027447,78572.0941728279,230624.053120797,19.280901837735
1562198400,0.0367395116516,65935.4823752309,188214.763275364,16.781756680782
1562284800,0.0327130373376,1969.38522077535,167587.327695097,15.265101549085
1562371200,0.0294593224313,15776.8209801055,150918.701648509,13.464604125936
1562457600,0.0277560089136,39134.4855722649,142192.70785856,12.417657115677
1562544000,0.030098461687,37367.5046871691,154162.48630943,12.547859459163
1562630400,0.00965789924504,22753.9079129047,49467.1713001336,3.934140897821
1562716800,0.00915465087987,16461.660923956,46889.5638458871,3.857158153875
1562803200,0.00747008561025,877.172505870368,38261.3232063563,3.368468827017
1562889600,0.00808418645886,1310.61490768889,41412.3126657232,3.50477166131
1562976000,0.006877252423,1467.60049247386,35241.7307764038,3.093446270544
1563062400,0.00599618213914,570.413865679034,30726.7820979112,2.995964979569
1563148800,0.00432147879468,2542.22573287487,22149.225529388,2.032956767234
1563235200,0.00416789901681,2025.96838745957,21362.0706459755,2.253942696657
1563321600,0.00457673951456,2606.69138031949,23436.654362005,2.417692243295
1563408000,0.00477956002441,889.064241856393,24475.2614690422,2.294592876941
1563494400,0.00486022766819,516.67240323811,24888.3458666695,2.363401320957
1563580800,0.00592695184461,782.031705494544,30350.847226604,2.818841836125
1563667200,0.00598381025352,2098.01715875551,30642.0088435058,2.890999295724
1563753600,0.00742982778867,2342.01610737292,38046.8028163537,3.678468589752
1563840000,0.00593974534902,220.120688525625,30416.3604462186,3.072122661418
1563926400,0.00578205243536,94.4326172480571,29608.8435881957,3.017637147961
1564012800,0.0133599381992,806.961642050185,68413.8244871251,6.902228941443
1564099200,0.0152846057089,776.852026222621,78269.6983123927,7.929818556104
1564185600,0.0113956883655,350.658257738904,58355.2567476678,6.157124182456
1564272000,0.00667558969304,706.848065171243,34184.4860955305,3.578453875153
1564358400,0.00701747145335,104.128455972711,35935.2006869048,3.775042114028
1564444800,0.0084426213864,188.883506355965,43233.1354478125,4.499970846415
1564531200,0.00473942820107,184.361439479685,24269.753668228,2.406370112632
1564617600,0.00628550319503,101.302849841774,32186.9237706351,3.094997359596
1564704000,0.00476204902536,0.0523825392790096,24385.5908135543,2.31842516826
1564790400,0.00333964801218,281.314686500683,17101.7327735648,1.580315447937
1564876800,0.00491476219954,35.6997216933159,25167.6073273618,2.294183211427
1564963200,0.00520434176575,8.9597474717191,26650.4918529006,2.257436214756
1565049600,0.0019878706288,0.0,10179.5255542408,0.886859268717
1565136000,0.0017339740204,0.0,8879.36699467545,0.743542909212
1565222400,0.00442715914438,3.34262480695951,22670.6803702371,1.894528897725
1565308800,0.00438758839155,3.31274781908905,22468.0457099138,1.893970728461
1565395200,0.00499398615426,11.9558298526794,25573.2988547159,2.252356362374
1565481600,0.00506532378432,6.02266997955915,25938.6059414316,2.250917412253
1565568000,0.00421229969548,492.11841958504,23273.4107669556,2.044643568762
1565654400,0.00368203367494,70.4630863525187,20343.6337320906,1.867105273238
1565740800,0.00200890840805,7084.21461014052,11099.4359266289,1.104231510555
1565827200,0.00154721090781,1661.03712989617,8548.50737216435,0.829020355718
1565913600,0.00114099946373,547.981337912578,6304.14527075533,0.607667953714
1566000000,0.000721543914266,432.331028574126,3986.60805667011,0.389630616513
1566086400,0.00072340732778,9.71815069748978,3996.90361759294,0.386332127034
1566172800,0.000764285940226,176.725837958508,4222.76236645162,0.38684043697
1566259200,0.000644822339316,24.695967658429,3562.71306875766,0.33100922058
1566345600,0.000405356760786,1086.09319627845,2239.6398838996,0.220915918472
1566432000,0.000404977995462,20.6765565363171,2237.54716457595,0.220860667392
1566518400,0.000414805825442,29.1114276619432,2291.84698667023,0.220203179539
1566604800,0.000406037298866,1.01519475648943,2243.39993029311,0.220805416312
1566691200,0.000404361512649,2.28009347945171,2234.1410304509,0.220363407671
1566777600,0.000414715062673,30.2631059471688,2291.34551256867,0.220943544012
1566864000,0.000407529979019,12.5640473706645,2251.64714935536,0.221065096388
1566950400,0.000389831025316,1.7199344836956,2153.85851857079,0.22081094142
1567036800,0.000422810838369,0.0,2336.07554767332,0.245640776794
1567123200,0.000382401536676,12.3419297011639,2112.80979141287,0.220125828027
1567209600,0.000384680279476,24.4819185165072,2125.40009149848,0.220689389044
1567296000,0.000584798484672,114.756837891006,3231.07478897314,0.33111972274
1567382400,0.000517558752735,11.7280883604868,2859.56800779396,0.276371427518
1567468800,0.000638099976828,11.0113722501291,3525.5712899627,0.33186561232
1567555200,0.000317694268445,5.86675415728851,1755.29514572809,0.165681413746
1567641600,0.000211430923887,117.670823534778,1168.17869007261,0.110457959236
1567728000,0.000415049627931,2.44523787845701,2293.19402175384,0.221496054812
1567814400,0.000383628996148,0.0,2119.59163756743,0.20153383959
1567900800,0.000523965274792,0.0340577428614898,2894.9647340953,0.277260969907
1567987200,0.0002066591439,5.62608853352306,1141.81409026834,0.110480059668
1568073600,0.000377561201596,0.0,2086.06641731548,0.206213606071
1568160000,0.000375326285108,0.0,2073.71826233712,0.203738357684
1568246400,0.000380155000749,0.0,2100.39743777908,0.201765894127
1568332800,0.000621521366992,19.6460832368167,3433.97268004604,0.331445704112
1568419200,0.00039503084611,0.0,2182.58809006428,0.210716569095
1568505600,0.000310383158925,6.49714720471384,1714.9004759937,0.16572561461
1568592000,0.000414755016059,0.0,2291.56625934148,0.222982308866
1568678400,0.000438202767666,0.0,2421.11761944457,0.236408321318
1568764800,0.000305869857093,1.65353244744414,1689.96399591274,0.165709039286
1568851200,0.000465597749774,0.0,2572.47785438631,0.250574698243
1568937600,0.000285343717968,0.0632199700022725,1576.55486032146,0.15484115184
1569024000,0.000299147993111,164.276555444788,1652.82497141727,0.164957624597
1569110400,0.000302047457597,2.83310446977815,1668.84482585908,0.165720089502
1569196800,0.000291518367563,4.97660722546391,1610.67046622686,0.165548811154
1569283200,0.000256739388909,3.60282384455713,1418.51285285992,0.164548766605
1569369600,0.000358946876346,0.0,1983.22025986903,0.233678917963
1569456000,0.000243102539021,3.28463943889507,1343.16778438075,0.165438308994
1569542400,0.000366943291607,0.0,2027.40131783889,0.245690502766
1569628800,0.000366728168928,0.0,2026.21274180309,0.245723653414
1569715200,0.000358058547736,0.0,1978.31214835485,0.244110321877
1569801600,0.00024865206255,7.77825093665803,1373.82950125477,0.16564273799
1569888000,0.000250119300505,10.0943981028684,1381.93614942518,0.165637212882
1569974400,0.000251518303571,1.27008359359852,1389.66579246415,0.165570911586
1570060800,0.000330217701939,3.01678637049005,1824.48846837587,0.220882767824
1570147200,0.00032802762477,3.60133328544647,1812.38805547786,0.220860667392
1570233600,0.000370313965367,0.0,2046.0246544125,0.251000131559
1570320000,0.000363339684057,0.0,2007.4909969175,0.251309537607
1570406400,0.000247186004651,3.34030687618853,1365.72937302121,0.165631687774
